"","Order","Family","Genus","Species","AdultBodyMass_g","BMR_mLO2hr","GestationLen_d","LitterSize","LittersPerYear","MaxLongevity_m","PopulationDensity_nkm2","SexualMaturityAge_d","TrophicLevel","GR_Area_km2","HumanPopDen_nkm2","PrecipMean_mm","TempMean_degC"
"3376","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus mimus",2.66,NA,61.35,2,3,NA,NA,48.15,3,NA,NA,NA,NA
"3377","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus minahassae",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,109,225,231
"3378","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus mordax",NA,NA,NA,NA,NA,NA,NA,NA,NA,126776,822.89,195.11,245.51
"3379","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus musciculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,1248408,12.67,150.99,246.6
"3380","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus nanulus",2.51,NA,NA,1.96,NA,NA,NA,NA,NA,2374608,39.52,149.48,241.08
"3381","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus nanus",3.87,NA,75.75,1.67,1.5,NA,NA,NA,3,14429424,36.78,102.98,235.81
"3382","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus nathusii",7.44,NA,NA,2,1,96,NA,91.25,NA,5149392,116.56,55.32,75.68
"3383","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus paterculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,1154973,133.61,147.51,213.99
"3384","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus peguensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3385","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus permixtus",NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1100,99,252
"3386","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus petersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,1100518,85.86,246.75,238.56
"3387","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pipistrellus",5.28,NA,44,1.07,1,200.4,NA,243.86,3,9195388,101.08,48,81.94
"3388","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus pulveratus",5.54,NA,NA,NA,NA,NA,NA,NA,NA,1451044,234.57,108.22,129.27
"3389","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus rueppelli",7.07,NA,NA,1.96,NA,NA,NA,NA,3,14956062,38.95,74.11,243.05
"3390","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus rusticus",4.54,NA,80.5,1.96,1,NA,NA,NA,3,4313991,29.57,77.72,235.06
"3391","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus savii",6.27,NA,NA,2,1,NA,NA,68.54,3,4733996,99.63,58.39,86.62
"3392","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus societatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,7183,58.01,203.61,242.25
"3393","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus stenopterus",15.7,NA,NA,0.98,NA,NA,NA,NA,3,653274,98.15,232.24,249.2
"3394","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus sturdeei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus subflavus",5.7,NA,45.79,1.96,1,180,NA,212.91,3,4297155,62.24,86.64,147.98
"3396","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus tasmaniensis",22.8,NA,NA,NA,NA,NA,NA,NA,3,476882,32.15,69.22,138.31
"3397","Chiroptera","Vespertilionidae","Pipistrellus","Pipistrellus tenuis",5,NA,NA,0.99,NA,NA,NA,NA,NA,8197183,209.09,135.4,231.51
"3398","Rodentia","Muridae","Pithecheir","Pithecheir melanurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,316,760,215,232
"3399","Rodentia","Muridae","Pithecheir","Pithecheir parvus",NA,NA,NA,2,NA,NA,NA,NA,NA,3988,265.3,177.25,251.75
"3400","Primates","Cebidae","Pithecia","Pithecia aequatorialis",2380,NA,NA,NA,NA,178.8,NA,NA,1,113679,2.82,263.1,271.05
"3401","Primates","Cebidae","Pithecia","Pithecia albicans",2800,NA,NA,NA,NA,NA,9.4,NA,NA,80794,1.11,176.07,263.33
"3402","Primates","Cebidae","Pithecia","Pithecia irrorata",2320,NA,NA,NA,NA,NA,11.3,NA,NA,1135692,2.29,176.67,250.5
"3403","Primates","Cebidae","Pithecia","Pithecia monachus",2110,NA,NA,1.02,NA,295.2,8,NA,2,2272019,2.44,193.57,254.89
"3404","Primates","Cebidae","Pithecia","Pithecia pithecia",1670,NA,161.23,1,NA,248.4,4.23,966.39,1,1037798,3.17,156.99,254.2
"3405","Rodentia","Capromyidae","Plagiodontia","Plagiodontia aedium",1270,NA,136.5,1,NA,118.8,NA,NA,1,75199,214.83,104.89,239.05
"3406","Rodentia","Capromyidae","Plagiodontia","Plagiodontia araeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3407","Rodentia","Capromyidae","Plagiodontia","Plagiodontia ipnaeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3408","Dasyuromorphia","Dasyuridae","Planigale","Planigale gilesi",9.44,13.1,15.74,6.1,2,60,740,230.25,NA,975073,0.14,22.2,198.91
"3409","Dasyuromorphia","Dasyuridae","Planigale","Planigale ingrami",6.44,13.09,NA,7.48,2,15.6,NA,NA,3,1080525,0.44,57.46,246.15
"3410","Dasyuromorphia","Dasyuridae","Planigale","Planigale maculata",12.3,12.85,19.74,8,2,48,NA,261.66,NA,1262753,4.93,74.36,234.83
"3411","Dasyuromorphia","Dasyuridae","Planigale","Planigale novaeguineae",14.9,NA,NA,NA,NA,NA,NA,NA,NA,5649,16.86,128.71,239.34
"3412","Dasyuromorphia","Dasyuridae","Planigale","Planigale tenuirostris",6.37,NA,19,5.99,2,36,NA,230.25,NA,1261841,0.04,23.02,199.59
"3413","Rodentia","Muridae","Platacanthomys","Platacanthomys lasiurus",NA,NA,NA,NA,NA,20.4,NA,NA,NA,87720,646.78,159.54,256.92
"3414","Chiroptera","Phyllostomidae","Platalina","Platalina genovensium",NA,NA,NA,0.98,NA,NA,NA,NA,1,672990,41.31,76.45,152.25
"3415","Cetacea","Platanistidae","Platanista","Platanista gangetica",93500,NA,304.16,0.97,NA,336,NA,NA,3,NA,NA,NA,NA
"3416","Cetacea","Platanistidae","Platanista","Platanista minor",76000,NA,304.16,1,NA,336,NA,NA,3,NA,NA,NA,NA
"3417","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus aurarius",34.8,NA,NA,NA,NA,NA,NA,NA,NA,434352,0.72,212.23,241.64
"3418","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus brachycephalus",14.2,NA,NA,0.98,NA,NA,NA,NA,NA,6905773,9.24,168.21,235.33
"3419","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus chocoensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,40113,77.93,361.44,207.91
"3420","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus dorsalis",26,NA,NA,0.99,NA,NA,NA,NA,NA,2202496,31.47,134.82,201.83
"3421","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus helleri",13.4,NA,NA,0.98,2,NA,NA,NA,1,10885925,17.67,158.94,236.48
"3422","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus infuscus",50.7,NA,NA,0.98,NA,NA,NA,NA,NA,2812368,19.74,162.29,215.49
"3423","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus lineatus",24.1,32.19,108.1,0.98,2,122.4,NA,NA,2,6717966,38.44,118.26,211.12
"3424","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus recifinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,2076551,70.73,112.17,214.97
"3425","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus umbratus",25,NA,NA,NA,NA,NA,NA,NA,NA,1151726,62.93,134.77,237.9
"3426","Chiroptera","Phyllostomidae","Platyrrhinus","Platyrrhinus vittatus",37,NA,NA,0.98,NA,NA,NA,NA,1,2096484,45.65,136.79,199.26
"3427","Chiroptera","Vespertilionidae","Plecotus","Plecotus auritus",8.12,NA,65.29,1.22,1,360,NA,293.09,3,12452923,110.07,50.42,46.77
"3428","Chiroptera","Vespertilionidae","Plecotus","Plecotus austriacus",6.72,NA,NA,NA,NA,180,NA,NA,NA,8090042,102.11,41.55,103.59
"3429","Chiroptera","Vespertilionidae","Plecotus","Plecotus mexicanus",7.8,NA,NA,0.98,NA,NA,NA,NA,NA,559891,79.25,62.53,183.65
"3430","Chiroptera","Vespertilionidae","Plecotus","Plecotus rafinesquii",9.08,NA,55.41,1,1,121.2,NA,182.49,3,1333257,52.7,102.28,172.06
"3431","Chiroptera","Vespertilionidae","Plecotus","Plecotus taivanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,36066,676.6,160.5,165.8
"3432","Chiroptera","Vespertilionidae","Plecotus","Plecotus teneriffae",NA,NA,NA,NA,NA,NA,NA,NA,NA,3051,256.62,21,149
"3433","Chiroptera","Vespertilionidae","Plecotus","Plecotus townsendii",10.3,NA,67.57,1,1,254,NA,NA,3,4604872,29.42,39.48,110.48
"3434","Chiroptera","Pteropodidae","Plerotes","Plerotes anchietai",NA,NA,NA,NA,NA,NA,NA,NA,NA,200250,14.97,105.99,212.54
"3435","Insectivora","Erinaceidae","Podogymnura","Podogymnura aureospinula",NA,NA,NA,NA,NA,NA,NA,NA,NA,832,144.02,NA,NA
"3436","Insectivora","Erinaceidae","Podogymnura","Podogymnura truei",NA,NA,NA,NA,NA,NA,NA,NA,2,94773,161.12,170.68,236.39
"3437","Rodentia","Muridae","Podomys","Podomys floridanus",30.8,51.74,NA,2.6,NA,88,NA,35,2,69082,188.02,112.22,221.98
"3438","Rodentia","Muridae","Podoxymys","Podoxymys roraimae",33.8,NA,NA,NA,NA,NA,NA,NA,NA,1239,1.66,144.33,195
"3439","Carnivora","Mustelidae","Poecilogale","Poecilogale albinucha",309,NA,32.59,2,1.5,62.4,NA,769.39,3,6524644,35.42,89.96,215.35
"3440","Lagomorpha","Leporidae","Poelagus","Poelagus marjorita",2510,NA,35,1.19,NA,NA,NA,NA,NA,1928031,26.88,108.17,240.37
"3441","Rodentia","Muridae","Pogonomelomys","Pogonomelomys bruijni",NA,NA,NA,NA,NA,NA,NA,NA,NA,10683,5.43,296.04,253.19
"3442","Rodentia","Muridae","Pogonomelomys","Pogonomelomys mayeri",112,NA,NA,2.15,NA,NA,NA,NA,NA,3092,6.74,243.09,227.01
"3443","Rodentia","Muridae","Pogonomelomys","Pogonomelomys sevia",54.9,NA,NA,1,NA,NA,NA,NA,NA,53262,17.96,348.51,164.32
"3444","Rodentia","Muridae","Pogonomys","Pogonomys championi",50.5,NA,NA,2.15,NA,NA,NA,NA,1,315,5,258,194
"3445","Rodentia","Muridae","Pogonomys","Pogonomys loriae",95.4,NA,NA,2.69,NA,NA,NA,NA,1,245437,10.06,291.61,215.58
"3446","Rodentia","Muridae","Pogonomys","Pogonomys macrourus",47,NA,NA,2.44,NA,29,NA,NA,1,431652,9.16,256.55,224.66
"3447","Rodentia","Muridae","Pogonomys","Pogonomys sylvestris",41.7,NA,NA,2.6,NA,NA,NA,NA,1,128124,12.18,276.55,188.29
"3448","Carnivora","Viverridae","Poiana","Poiana richardsonii",570,NA,NA,2.23,NA,64,1,NA,2,2380416,21.39,154.45,243.58
"3449","Primates","Hominidae","Pongo","Pongo pygmaeus",52100,NA,260.08,1,NA,720,2,2792.57,2,262020,20.22,246.96,236.3
"3450","Cetacea","Platanistidae","Pontoporia","Pontoporia blainvillei",40500,NA,326.89,1,NA,192,NA,859.11,3,NA,NA,NA,NA
"3451","Artiodactyla","Suidae","Potamochoerus","Potamochoerus larvatus",68600,NA,121.73,2.73,NA,NA,0.4,NA,2,5892227,40.24,86.44,220.05
"3452","Artiodactyla","Suidae","Potamochoerus","Potamochoerus porcus",70000,NA,120,3.5,NA,240,0.24,969.55,2,5033217,36.82,139.7,248.51
"3453","Insectivora","Tenrecidae","Potamogale","Potamogale velox",700,NA,NA,2.48,2,NA,NA,NA,3,4646234,30.95,133.62,237.04
"3454","Diprotodontia","Potoroidae","Potorous","Potorous longipes",1840,NA,37.99,1,NA,120,40,724.33,1,7280,1.84,64.39,98.93
"3455","Diprotodontia","Potoroidae","Potorous","Potorous platyops",500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456","Diprotodontia","Potoroidae","Potorous","Potorous tridactylus",1090,487.46,35.02,1,2,144,21.4,349.29,1,133609,41.98,75.86,137.03
"3457","Carnivora","Procyonidae","Potos","Potos flavus",2480,731.33,117.1,1,1,348,34.5,753.49,2,12770953,25.77,153.67,241.49
"3458","Rodentia","Muridae","Praomys","Praomys delectorum",36,NA,NA,3.89,NA,NA,NA,NA,NA,267885,42.57,73.64,219.98
"3459","Rodentia","Muridae","Praomys","Praomys hartwigi",38.9,NA,NA,3.5,NA,NA,NA,NA,2,38316,56.85,183.69,228.26
"3460","Rodentia","Muridae","Praomys","Praomys jacksoni",39,NA,35.5,3.69,NA,NA,NA,64.65,NA,3922075,30.03,131.74,235.23
"3461","Rodentia","Muridae","Praomys","Praomys minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,3908,10.5,151.83,260.16
"3462","Rodentia","Muridae","Praomys","Praomys misonnei",NA,NA,NA,NA,NA,NA,NA,NA,NA,54954,18.56,148,238.3
"3463","Rodentia","Muridae","Praomys","Praomys morio",41.8,NA,36,3.32,NA,NA,NA,67.31,2,4792,99.26,285.75,240.49
"3464","Rodentia","Muridae","Praomys","Praomys mutoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,6883,22.28,151.71,249.28
"3465","Rodentia","Muridae","Praomys","Praomys rostratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466","Rodentia","Muridae","Praomys","Praomys tullbergi",37.1,NA,23.93,3.36,4,62.4,1750,49.81,NA,1062894,78.19,151.1,250.21
"3467","Primates","Cercopithecidae","Presbytis","Presbytis comata",6620,NA,NA,1.01,NA,NA,26,NA,1,42001,934.62,217.85,244.13
"3468","Primates","Cercopithecidae","Presbytis","Presbytis femoralis",7000,NA,NA,NA,NA,NA,NA,NA,NA,285875,101.46,228.5,253.63
"3469","Primates","Cercopithecidae","Presbytis","Presbytis frontata",6160,NA,NA,NA,NA,NA,NA,NA,NA,203400,24.51,249.94,240.76
"3470","Primates","Cercopithecidae","Presbytis","Presbytis hosei",6300,NA,NA,NA,NA,NA,4.49,NA,NA,196669,26.64,283.13,236.96
"3471","Primates","Cercopithecidae","Presbytis","Presbytis melalophos",6470,NA,NA,1.02,NA,192,59.3,NA,1,130403,94.67,278.5,247.03
"3472","Primates","Cercopithecidae","Presbytis","Presbytis potenziani",6460,NA,NA,1.02,NA,NA,14.8,NA,NA,6045,55.33,340,259
"3473","Primates","Cercopithecidae","Presbytis","Presbytis rubicunda",6410,NA,NA,1.02,NA,NA,19.4,NA,1,674128,24.14,259.49,243.44
"3474","Primates","Cercopithecidae","Presbytis","Presbytis thomasi",6690,NA,NA,NA,NA,NA,27,NA,NA,49763,90.77,145.84,250.53
"3475","Xenarthra","Dasypodidae","Priodontes","Priodontes maximus",42700,3027.73,124.4,1.38,NA,180,0.35,285.32,3,10006526,9.21,156.5,242.69
"3476","Carnivora","Felidae","Prionailurus","Prionailurus bengalensis",2790,NA,65.28,2.49,NA,180,NA,741.36,3,10202029,219.45,125.74,169.1
"3477","Carnivora","Felidae","Prionailurus","Prionailurus planiceps",3530,NA,56,NA,NA,NA,NA,NA,2,1100389,74.58,240.65,250.3
"3478","Carnivora","Felidae","Prionailurus","Prionailurus rubiginosus",1420,NA,NA,2.49,NA,NA,NA,NA,3,1372528,331.4,95.56,261.16
"3479","Carnivora","Felidae","Prionailurus","Prionailurus viverrinus",8830,NA,71.62,2,NA,120,NA,NA,3,3546617,246.55,160.45,233.96
"3480","Carnivora","Viverridae","Prionodon","Prionodon linsang",685,NA,NA,2.29,NA,128.4,NA,NA,2,1202014,172.11,236.46,249.83
"3481","Carnivora","Viverridae","Prionodon","Prionodon pardicolor",1140,NA,NA,2,NA,NA,NA,NA,2,1096041,112.92,142.71,182.62
"3482","Rodentia","Muridae","Prionomys","Prionomys batesi",12.5,NA,NA,NA,NA,NA,NA,NA,NA,13175,25.6,131.99,250.08
"3483","Artiodactyla","Bovidae","Procapra","Procapra gutturosa",28100,NA,190.18,1,NA,84,NA,829.79,1,322171,1.55,23.87,6.27
"3484","Artiodactyla","Bovidae","Procapra","Procapra picticaudata",23000,NA,NA,1,NA,NA,NA,NA,NA,1936511,4.54,46.84,-57.52
"3485","Artiodactyla","Bovidae","Procapra","Procapra przewalskii",27500,NA,NA,NA,NA,NA,NA,NA,NA,40688,59.89,27.29,-24.13
"3486","Hyracoidea","Procaviidae","Procavia","Procavia capensis",2950,780,231.24,2.5,1,168,2720,423.06,1,24125345,31.59,64.24,236.32
"3487","Primates","Cercopithecidae","Procolobus","Procolobus badius",8430,NA,151.46,1,0.5,NA,132,1277.49,2,590235,68.84,161.46,260.82
"3488","Primates","Cercopithecidae","Procolobus","Procolobus pennantii",9160,NA,164.99,1.02,NA,NA,300,NA,1,1903392,26.74,136.08,236.82
"3489","Primates","Cercopithecidae","Procolobus","Procolobus preussi",8910,NA,195,1.01,NA,NA,NA,NA,1,62034,116.08,227.62,242.07
"3490","Primates","Cercopithecidae","Procolobus","Procolobus rufomitratus",8070,NA,195,1.01,NA,NA,220,NA,1,26953,28.03,61.11,267.82
"3491","Primates","Cercopithecidae","Procolobus","Procolobus verus",3980,NA,167.96,1.02,NA,NA,18.9,NA,1,130901,66.61,186.89,252.88
"3492","Carnivora","Procyonidae","Procyon","Procyon cancrivorus",6950,2779.8,69.52,2.62,NA,168,5.82,547.49,2,12829315,22.53,144.34,237.43
"3493","Carnivora","Procyonidae","Procyon","Procyon gloveralleni",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"3494","Carnivora","Procyonidae","Procyon","Procyon insularis",NA,NA,NA,NA,NA,NA,NA,NA,2,399,7,NA,NA
"3495","Carnivora","Procyonidae","Procyon","Procyon lotor",6370,2096.43,64.99,3.04,1,247,3.29,482.45,2,11703246,38.8,63.25,111.84
"3496","Carnivora","Procyonidae","Procyon","Procyon maynardi",NA,NA,63,3.5,NA,252,NA,NA,2,NA,NA,NA,NA
"3497","Carnivora","Procyonidae","Procyon","Procyon minor",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"3498","Carnivora","Procyonidae","Procyon","Procyon pygmaeus",2960,NA,NA,NA,NA,NA,NA,NA,2,491,67.63,123,256
"3499","Rodentia","Echimyidae","Proechimys","Proechimys albispinus",285,NA,NA,NA,NA,NA,NA,NA,NA,60928,158.75,107.94,236.31
"3500","Rodentia","Echimyidae","Proechimys","Proechimys amphichoricus",285,NA,NA,NA,NA,NA,NA,NA,NA,148840,0.21,232.68,241.08
"3501","Rodentia","Echimyidae","Proechimys","Proechimys bolivianus",285,NA,NA,NA,NA,NA,NA,NA,NA,511188,4.65,107.49,234.9
"3502","Rodentia","Echimyidae","Proechimys","Proechimys brevicauda",285,NA,NA,NA,NA,NA,NA,NA,2,830199,3.03,170.11,243.49
"3503","Rodentia","Echimyidae","Proechimys","Proechimys canicollis",313,NA,NA,NA,NA,NA,NA,NA,NA,51317,118.39,56.41,249.42
"3504","Rodentia","Echimyidae","Proechimys","Proechimys cayennensis",315,NA,63.5,2.39,NA,57.6,952,NA,2,3070983,5.74,164.57,251.25
"3505","Rodentia","Echimyidae","Proechimys","Proechimys chrysaeolus",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3506","Rodentia","Echimyidae","Proechimys","Proechimys cuvieri",340,NA,NA,NA,NA,NA,NA,NA,2,2411713,3.86,189.44,256.56
"3507","Rodentia","Echimyidae","Proechimys","Proechimys decumanus",285,NA,NA,NA,NA,NA,NA,NA,NA,74965,82.61,96.5,238.33
"3508","Rodentia","Echimyidae","Proechimys","Proechimys dimidiatus",168,NA,NA,2,NA,NA,NA,NA,NA,63706,423.15,135.72,188.36
"3509","Rodentia","Echimyidae","Proechimys","Proechimys goeldii",285,NA,NA,NA,NA,NA,NA,NA,NA,591333,3.12,176.87,254.55
"3510","Rodentia","Echimyidae","Proechimys","Proechimys gorgonae",285,NA,NA,NA,NA,NA,NA,NA,NA,12,19.5,NA,NA
"3511","Rodentia","Echimyidae","Proechimys","Proechimys guairae",349,NA,63,2.7,4.4,NA,395,62.78,1,201472,103.54,98.28,248.46
"3512","Rodentia","Echimyidae","Proechimys","Proechimys gularis",285,NA,NA,NA,NA,NA,NA,NA,NA,65474,4.66,238.79,277.58
"3513","Rodentia","Echimyidae","Proechimys","Proechimys hendeei",285,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA
"3514","Rodentia","Echimyidae","Proechimys","Proechimys hoplomyoides",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3515","Rodentia","Echimyidae","Proechimys","Proechimys iheringi",221,NA,NA,1.37,NA,NA,358,NA,NA,704777,127.3,122.59,208.12
"3516","Rodentia","Echimyidae","Proechimys","Proechimys longicaudatus",205,NA,NA,NA,NA,NA,257,NA,2,1870506,3.15,146.21,243.6
"3517","Rodentia","Echimyidae","Proechimys","Proechimys magdalenae",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3518","Rodentia","Echimyidae","Proechimys","Proechimys mincae",285,NA,NA,NA,NA,NA,NA,NA,NA,383,129,18,236
"3519","Rodentia","Echimyidae","Proechimys","Proechimys myosuros",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3520","Rodentia","Echimyidae","Proechimys","Proechimys oconnelli",285,NA,NA,NA,NA,NA,NA,NA,NA,22909,5.59,203.33,254.33
"3521","Rodentia","Echimyidae","Proechimys","Proechimys oris",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3522","Rodentia","Echimyidae","Proechimys","Proechimys poliopus",285,NA,NA,NA,NA,NA,NA,NA,NA,55323,60.84,63.84,248.46
"3523","Rodentia","Echimyidae","Proechimys","Proechimys quadruplicatus",285,NA,NA,NA,NA,NA,NA,NA,NA,94146,3.91,250.72,274.91
"3524","Rodentia","Echimyidae","Proechimys","Proechimys semispinosus",359,313.74,65.83,2.84,4.68,31,753,95.45,2,211437,28.99,218.21,246.49
"3525","Rodentia","Echimyidae","Proechimys","Proechimys setosus",285,NA,NA,NA,NA,NA,NA,NA,NA,86849,53.43,107.38,202.59
"3526","Rodentia","Echimyidae","Proechimys","Proechimys simonsi",285,NA,NA,NA,NA,NA,NA,NA,2,1159851,4.05,189.95,243.47
"3527","Rodentia","Echimyidae","Proechimys","Proechimys steerei",285,NA,NA,NA,NA,NA,NA,NA,2,1303981,1.89,185.83,253.18
"3528","Rodentia","Echimyidae","Proechimys","Proechimys trinitatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,4885,207.77,145.49,245.49
"3529","Rodentia","Echimyidae","Proechimys","Proechimys urichi",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3530","Rodentia","Echimyidae","Proechimys","Proechimys warreni",285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3531","Rodentia","Muridae","Proedromys","Proedromys bedfordi",NA,NA,NA,NA,NA,NA,NA,NA,NA,23967,32.68,59.12,60.27
"3532","Carnivora","Felidae","Profelis","Profelis aurata",11300,NA,81.55,2.12,NA,NA,NA,570.9,3,4948245,30.06,138.04,242.44
"3533","Lagomorpha","Ochotonidae","Prolagus","Prolagus sardus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3534","Rodentia","Muridae","Prometheomys","Prometheomys schaposchnikowi",75,NA,NA,3.4,2,NA,NA,NA,NA,74444,60.58,66.37,31
"3535","Chiroptera","Molossidae","Promops","Promops centralis",29.5,NA,NA,0.98,1,NA,NA,NA,NA,4740669,37.35,129.01,219.78
"3536","Chiroptera","Molossidae","Promops","Promops nasutus",15.5,NA,NA,NA,NA,NA,NA,NA,3,8264474,11.88,137.94,224.26
"3537","Lagomorpha","Leporidae","Pronolagus","Pronolagus crassicaudatus",2420,NA,NA,1.5,NA,NA,NA,NA,1,172094,72.78,70.4,164.41
"3538","Lagomorpha","Leporidae","Pronolagus","Pronolagus randensis",2380,NA,NA,1.05,NA,NA,NA,NA,1,680369,26.41,40.88,184.58
"3539","Lagomorpha","Leporidae","Pronolagus","Pronolagus rupestris",2250,NA,NA,2,NA,NA,NA,NA,1,1388368,30.07,47.96,176.16
"3540","Primates","Indridae","Propithecus","Propithecus diadema",6600,NA,152.08,1,NA,NA,5.66,1460,1,53385,41.82,175.96,197.3
"3541","Primates","Indridae","Propithecus","Propithecus tattersalli",3540,NA,NA,NA,NA,NA,65,NA,1,563,10.99,104.49,251.51
"3542","Primates","Indridae","Propithecus","Propithecus verreauxi",3650,670,147.49,1,1,247.2,150,912.49,1,102413,12.72,85.4,239.98
"3543","Rodentia","Muridae","Pseudomys","Pseudomys fumeus",68.7,NA,NA,NA,NA,NA,NA,NA,NA,36320,3.83,63.74,105.79
"3544","Rodentia","Muridae","Pseudomys","Pseudomys fuscus",129,NA,35.56,2,NA,NA,NA,NA,NA,110003,27.95,66.31,116.44
"3545","Rodentia","Muridae","Pseudomys","Pseudomys glaucus",NA,NA,NA,NA,NA,NA,NA,NA,NA,28932,0.53,93.93,268.89
"3546","Rodentia","Muridae","Pseudomys","Pseudomys gouldii",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3547","Rodentia","Muridae","Pseudomys","Pseudomys gracilicaudatus",79.6,83.79,27,2.91,NA,NA,NA,NA,NA,273613,17.73,89.69,191.93
"3548","Rodentia","Muridae","Pseudomys","Pseudomys hermannsburgensis",14.3,23.3,31.5,2,NA,NA,NA,79.68,NA,3421132,0.04,20.96,217.17
"3549","Rodentia","Muridae","Pseudomys","Pseudomys higginsi",63.1,NA,32.2,2.62,2,NA,520,239.06,2,42391,5.59,71.57,102.51
"3550","Rodentia","Muridae","Pseudomys","Pseudomys johnsoni",12,NA,NA,NA,NA,NA,NA,NA,NA,14174,0,31.54,247.62
"3551","Rodentia","Muridae","Pseudomys","Pseudomys laborifex",12,NA,NA,NA,NA,NA,NA,NA,NA,140283,0,58.3,270.34
"3552","Rodentia","Muridae","Pseudomys","Pseudomys nanus",70.4,NA,24,2.99,NA,NA,NA,88.54,NA,982168,0.5,58.99,260.29
"3553","Rodentia","Muridae","Pseudomys","Pseudomys novaehollandiae",16.8,NA,31.52,4.21,4,NA,NA,106.25,NA,137360,54.46,75.67,141.25
"3554","Rodentia","Muridae","Pseudomys","Pseudomys occidentalis",34,NA,NA,2.99,NA,NA,NA,NA,1,62370,0.2,46.35,151.38
"3555","Rodentia","Muridae","Pseudomys","Pseudomys oralis",95,NA,NA,NA,NA,NA,NA,NA,NA,139911,62.05,81.84,157.91
"3556","Rodentia","Muridae","Pseudomys","Pseudomys patrius",NA,NA,NA,NA,NA,NA,NA,NA,NA,71,2.5,89.5,222
"3557","Rodentia","Muridae","Pseudomys","Pseudomys pilligaensis",10.7,NA,NA,NA,NA,NA,NA,NA,NA,4765,1.39,59.4,154.17
