"","Order","Family","Genus","Species","AdultBodyMass_g","BMR_mLO2hr","GestationLen_d","LitterSize","LittersPerYear","MaxLongevity_m","PopulationDensity_nkm2","SexualMaturityAge_d","TrophicLevel","GR_Area_km2","HumanPopDen_nkm2","PrecipMean_mm","TempMean_degC"
"858","Insectivora","Soricidae","Crocidura","Crocidura neglecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,432351,92.24,229.28,252.45
"859","Insectivora","Soricidae","Crocidura","Crocidura negrina",10.8,NA,NA,NA,NA,NA,NA,NA,NA,12874,288.73,144.35,256.23
"860","Insectivora","Soricidae","Crocidura","Crocidura nicobarica",NA,NA,NA,2.99,NA,NA,NA,NA,3,974,14,NA,NA
"861","Insectivora","Soricidae","Crocidura","Crocidura nigeriae",23,NA,NA,NA,NA,NA,NA,NA,NA,184842,208.38,183.39,254.66
"862","Insectivora","Soricidae","Crocidura","Crocidura nigricans",20,NA,NA,3.96,NA,NA,NA,NA,NA,76024,14.29,81.77,201.46
"863","Insectivora","Soricidae","Crocidura","Crocidura nigripes",NA,NA,NA,NA,NA,NA,NA,NA,NA,73631,73.81,221.77,204.87
"864","Insectivora","Soricidae","Crocidura","Crocidura nigrofusca",11.2,NA,NA,2.47,NA,NA,NA,NA,NA,3763138,31.22,88.28,225
"865","Insectivora","Soricidae","Crocidura","Crocidura nimbae",NA,NA,NA,NA,NA,NA,NA,NA,NA,201,43,159,237
"866","Insectivora","Soricidae","Crocidura","Crocidura niobe",16,NA,NA,2.97,NA,NA,NA,NA,NA,50103,106.49,106.65,199.92
"867","Insectivora","Soricidae","Crocidura","Crocidura obscurior",NA,NA,NA,NA,NA,NA,NA,NA,NA,324333,62.47,194.21,254.43
"868","Insectivora","Soricidae","Crocidura","Crocidura olivieri",32.9,57.45,NA,NA,NA,NA,73.4,NA,NA,5194376,38.36,96.21,243
"869","Insectivora","Soricidae","Crocidura","Crocidura orii",NA,NA,NA,NA,NA,NA,NA,NA,NA,960,365,NA,NA
"870","Insectivora","Soricidae","Crocidura","Crocidura osorio",NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,871.41,NA,NA
"871","Insectivora","Soricidae","Crocidura","Crocidura palawanensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,11562,42.93,224,249.78
"872","Insectivora","Soricidae","Crocidura","Crocidura paradoxura",NA,NA,NA,NA,NA,NA,NA,NA,NA,6689,78.33,298.66,226.66
"873","Insectivora","Soricidae","Crocidura","Crocidura parvipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,3227353,31.89,99.7,226.51
"874","Insectivora","Soricidae","Crocidura","Crocidura pasha",6.5,NA,NA,NA,NA,NA,NA,NA,NA,191006,7.58,4.13,265.42
"875","Insectivora","Soricidae","Crocidura","Crocidura pergrisea",NA,NA,NA,NA,NA,NA,NA,NA,NA,433223,98.28,25.93,6.7
"876","Insectivora","Soricidae","Crocidura","Crocidura phaeura",NA,NA,NA,NA,NA,NA,NA,NA,NA,114,261,65,157.5
"877","Insectivora","Soricidae","Crocidura","Crocidura picea",NA,NA,NA,NA,NA,NA,NA,NA,NA,413,51.5,216.5,221.5
"878","Insectivora","Soricidae","Crocidura","Crocidura pitmani",NA,NA,NA,NA,NA,NA,NA,NA,NA,102228,15.69,81.17,212.21
"879","Insectivora","Soricidae","Crocidura","Crocidura planiceps",2.5,NA,NA,2.99,NA,NA,NA,NA,NA,1928146,21.47,109.57,248.18
"880","Insectivora","Soricidae","Crocidura","Crocidura poensis",16.7,30.42,NA,2.42,NA,NA,NA,NA,NA,782442,107.14,161.81,252.81
"881","Insectivora","Soricidae","Crocidura","Crocidura polia",NA,NA,NA,NA,NA,NA,NA,NA,NA,78,23,151,240
"882","Insectivora","Soricidae","Crocidura","Crocidura pullata",NA,NA,NA,NA,NA,NA,NA,NA,NA,874920,102.98,69.74,107.26
"883","Insectivora","Soricidae","Crocidura","Crocidura raineyi",14.5,NA,NA,NA,NA,NA,NA,NA,NA,78,7,72.99,215.49
"884","Insectivora","Soricidae","Crocidura","Crocidura religiosa",7,NA,NA,NA,NA,NA,NA,NA,NA,190265,198.59,1.07,219.09
"885","Insectivora","Soricidae","Crocidura","Crocidura rhoditis",NA,NA,NA,NA,NA,NA,NA,NA,NA,97135,83.61,222.87,208.96
"886","Insectivora","Soricidae","Crocidura","Crocidura roosevelti",NA,NA,NA,NA,NA,NA,NA,NA,NA,2063923,30.38,119.39,234.59
"887","Insectivora","Soricidae","Crocidura","Crocidura russula",9.46,29.79,29,3.89,NA,38.4,8850,57.48,3,3342809,150.94,59.06,100.48
"888","Insectivora","Soricidae","Crocidura","Crocidura selina",NA,NA,NA,NA,NA,NA,NA,NA,NA,25492,146.01,102,229.06
"889","Insectivora","Soricidae","Crocidura","Crocidura serezkyensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,145809,37.43,36.51,131.49
"890","Insectivora","Soricidae","Crocidura","Crocidura sibirica",NA,NA,NA,NA,NA,NA,NA,NA,NA,1064426,13.11,29.54,-0.88
"891","Insectivora","Soricidae","Crocidura","Crocidura sicula",NA,NA,NA,NA,NA,NA,NA,NA,NA,9968,347.82,52.99,160.37
"892","Insectivora","Soricidae","Crocidura","Crocidura silacea",7,NA,NA,3.96,NA,NA,NA,NA,3,1619566,35.79,45.58,181.84
"893","Insectivora","Soricidae","Crocidura","Crocidura smithii",NA,NA,NA,NA,NA,NA,NA,NA,NA,187243,22.35,55.83,241
"894","Insectivora","Soricidae","Crocidura","Crocidura somalica",11.5,NA,NA,NA,NA,NA,NA,NA,NA,1748437,32.85,65.67,231.33
"895","Insectivora","Soricidae","Crocidura","Crocidura stenocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,347,136.99,146.99,174.5
"896","Insectivora","Soricidae","Crocidura","Crocidura suaveolens",7.28,NA,27.22,3.5,NA,32.4,5540,58.06,2,7518144,142.66,46.2,77.31
"897","Insectivora","Soricidae","Crocidura","Crocidura susiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,74,57,31,229
"898","Insectivora","Soricidae","Crocidura","Crocidura tansaniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,5441,52.12,107.72,236.12
"899","Insectivora","Soricidae","Crocidura","Crocidura tarella",NA,NA,NA,NA,NA,NA,NA,NA,NA,109789,106.94,103.16,231.89
"900","Insectivora","Soricidae","Crocidura","Crocidura tarfayensis",6.45,NA,NA,NA,NA,NA,NA,NA,NA,677847,58.54,18.16,227.61
"901","Insectivora","Soricidae","Crocidura","Crocidura telfordi",NA,NA,NA,NA,NA,NA,NA,NA,NA,452,36,73,246
"902","Insectivora","Soricidae","Crocidura","Crocidura tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,28768,78.02,111.37,246.44
"903","Insectivora","Soricidae","Crocidura","Crocidura thalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,265080,101.04,101.99,168.66
"904","Insectivora","Soricidae","Crocidura","Crocidura theresae",17.6,NA,NA,NA,NA,NA,NA,NA,NA,591924,29.73,111.78,267.83
"905","Insectivora","Soricidae","Crocidura","Crocidura thomensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,863,144,NA,NA
"906","Insectivora","Soricidae","Crocidura","Crocidura turba",14.5,NA,NA,2,NA,NA,NA,NA,NA,4351980,30.8,100.26,222.73
"907","Insectivora","Soricidae","Crocidura","Crocidura ultima",16,NA,NA,NA,NA,NA,NA,NA,NA,28532,145.74,77.93,161.56
"908","Insectivora","Soricidae","Crocidura","Crocidura zaphiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,4952,105.31,106.39,178.68
"909","Insectivora","Soricidae","Crocidura","Crocidura zarudnyi",NA,NA,NA,5.94,NA,NA,NA,NA,NA,453690,30.51,14.55,157
"910","Insectivora","Soricidae","Crocidura","Crocidura zimmeri",14.5,NA,NA,NA,NA,NA,NA,NA,NA,671,18,104.5,256.5
"911","Insectivora","Soricidae","Crocidura","Crocidura zimmermanni",NA,NA,NA,NA,NA,NA,NA,NA,NA,4817,65.03,51.8,163.8
"912","Carnivora","Hyaenidae","Crocuta","Crocuta crocuta",64000,NA,112.47,2,NA,493.2,0.13,712.95,3,14790150,33.56,78.32,238.46
"913","Carnivora","Herpestidae","Crossarchus","Crossarchus alexandri",1500,NA,NA,3.99,NA,NA,NA,NA,NA,1464820,21.39,143.64,240.89
"914","Carnivora","Herpestidae","Crossarchus","Crossarchus ansorgei",700,NA,NA,NA,NA,NA,NA,NA,2,604251,9.34,154.3,250.03
"915","Carnivora","Herpestidae","Crossarchus","Crossarchus obscurus",1390,NA,69.99,3.99,2.5,108,NA,242.38,2,438211,72.53,175.02,256.38
"916","Rodentia","Muridae","Crossomys","Crossomys moncktoni",168,NA,NA,1.07,NA,NA,NA,NA,3,47341,20.88,370.04,167.51
"917","Rodentia","Muridae","Crunomys","Crunomys celebensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,525,46.5,205,181.5
"918","Rodentia","Muridae","Crunomys","Crunomys fallax",NA,NA,NA,NA,NA,NA,NA,NA,NA,328,30,177,234
"919","Rodentia","Muridae","Crunomys","Crunomys melanius",NA,NA,NA,NA,NA,NA,NA,NA,NA,102115,170.74,174.05,238.38
"920","Rodentia","Muridae","Crunomys","Crunomys rabori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","Insectivora","Chrysochloridae","Cryptochloris","Cryptochloris wintoni",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"922","Insectivora","Chrysochloridae","Cryptochloris","Cryptochloris zyli",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"923","Rodentia","Bathyergidae","Cryptomys","Cryptomys bocagei",93.9,69.56,NA,NA,NA,NA,NA,NA,NA,754390,8.48,93.91,209.32
"924","Rodentia","Bathyergidae","Cryptomys","Cryptomys damarensis",112,76.87,83.7,2.99,4,NA,NA,NA,1,1869676,7.61,59.7,211.87
"925","Rodentia","Bathyergidae","Cryptomys","Cryptomys foxi",NA,NA,NA,NA,NA,NA,NA,NA,NA,46367,74.4,110.11,255.76
"926","Rodentia","Bathyergidae","Cryptomys","Cryptomys hottentotus",73.8,67.36,84.99,2.89,2,NA,816,408.21,1,3174642,29.71,61.61,198.67
"927","Rodentia","Bathyergidae","Cryptomys","Cryptomys mechowi",272,163.2,104,2.6,NA,NA,NA,NA,1,1436768,16.27,98.05,214.66
"928","Rodentia","Bathyergidae","Cryptomys","Cryptomys ochraceocinereus",200,NA,NA,2.99,2,NA,NA,NA,NA,1268392,17.56,122.93,243.6
"929","Rodentia","Bathyergidae","Cryptomys","Cryptomys zechi",NA,NA,NA,NA,NA,NA,NA,NA,NA,52619,50.91,108.6,271.17
"930","Carnivora","Viverridae","Cryptoprocta","Cryptoprocta ferox",9500,NA,92.66,2.98,1,240,0.89,1095,3,214312,24.1,125.27,221.98
"931","Insectivora","Soricidae","Cryptotis","Cryptotis avia",11,NA,NA,NA,NA,NA,NA,NA,NA,32860,104.36,101.78,190.96
"932","Insectivora","Soricidae","Cryptotis","Cryptotis endersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,336,18,270,350
"933","Insectivora","Soricidae","Cryptotis","Cryptotis goldmani",6.58,NA,NA,NA,NA,NA,117,NA,NA,135295,120.06,104.9,191.78
"934","Insectivora","Soricidae","Cryptotis","Cryptotis goodwini",7,NA,NA,NA,NA,NA,NA,NA,NA,52454,108.69,118.43,211.31
"935","Insectivora","Soricidae","Cryptotis","Cryptotis gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,14726,77.25,262.64,252.18
"936","Insectivora","Soricidae","Cryptotis","Cryptotis hondurensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,2988,105.2,82,210.5
"937","Insectivora","Soricidae","Cryptotis","Cryptotis magna",7,NA,NA,2.97,NA,NA,NA,NA,NA,10153,52.26,105.55,184.72
"938","Insectivora","Soricidae","Cryptotis","Cryptotis meridensis",12.3,NA,NA,NA,NA,NA,103,NA,3,27050,166.15,104.67,209.91
"939","Insectivora","Soricidae","Cryptotis","Cryptotis mexicana",7,NA,NA,2.97,NA,NA,NA,NA,NA,68046,74.74,114.7,209.74
"940","Insectivora","Soricidae","Cryptotis","Cryptotis montivaga",11.2,NA,NA,NA,NA,NA,NA,NA,3,25609,26.36,107.6,167.71
"941","Insectivora","Soricidae","Cryptotis","Cryptotis nigrescens",8.32,NA,NA,NA,NA,NA,NA,NA,NA,643104,45.79,148.4,229.3
"942","Insectivora","Soricidae","Cryptotis","Cryptotis parva",4.85,44.66,21.99,4.57,2.5,21,494,30.29,2,4365919,67.47,84.38,158.28
"943","Insectivora","Soricidae","Cryptotis","Cryptotis squamipes",11,NA,NA,NA,NA,NA,NA,NA,3,18765,90.61,171.5,182.69
"944","Insectivora","Soricidae","Cryptotis","Cryptotis thomasi",12.6,NA,NA,NA,NA,NA,NA,NA,3,259338,62.22,144.59,191.24
"945","Rodentia","Ctenodactylidae","Ctenodactylus","Ctenodactylus gundi",289,NA,66.04,2,NA,NA,NA,181.43,NA,324163,22.34,15.84,173.79
"946","Rodentia","Ctenodactylidae","Ctenodactylus","Ctenodactylus vali",174,NA,59.15,2,NA,60,NA,316.39,1,269951,12.7,12.22,187.88
"947","Rodentia","Ctenomyidae","Ctenomys","Ctenomys argentinus",221,NA,NA,NA,NA,NA,NA,NA,1,23665,10.66,92.69,214.23
"948","Rodentia","Ctenomyidae","Ctenomys","Ctenomys australis",403,NA,NA,NA,NA,NA,NA,NA,1,23806,28.5,61.85,139.34
"949","Rodentia","Ctenomyidae","Ctenomys","Ctenomys azarae",400,NA,NA,NA,NA,NA,NA,NA,1,7837,0.62,36.9,149.36
"950","Rodentia","Ctenomyidae","Ctenomys","Ctenomys boliviensis",535,NA,NA,NA,NA,NA,NA,NA,1,21761,7.14,87.28,235.24
"951","Rodentia","Ctenomyidae","Ctenomys","Ctenomys bonettoi",202,NA,NA,NA,NA,NA,NA,NA,1,8252,13.64,93.97,212.82
"952","Rodentia","Ctenomyidae","Ctenomys","Ctenomys brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","Rodentia","Ctenomyidae","Ctenomys","Ctenomys colburni",400,NA,NA,NA,NA,NA,NA,NA,1,22326,0.25,12.88,47.41
"954","Rodentia","Ctenomyidae","Ctenomys","Ctenomys conoveri",860,NA,NA,NA,NA,NA,NA,NA,1,78001,1.27,73.89,231.19
"955","Rodentia","Ctenomyidae","Ctenomys","Ctenomys dorsalis",166,NA,NA,NA,NA,NA,NA,NA,1,11182,0.19,67.11,250.6
"956","Rodentia","Ctenomyidae","Ctenomys","Ctenomys emilianus",285,NA,NA,NA,NA,NA,NA,NA,1,9677,1.3,20.64,66.13
"957","Rodentia","Ctenomyidae","Ctenomys","Ctenomys frater",173,NA,NA,NA,NA,NA,NA,NA,1,38677,11.22,67.27,130.25
"958","Rodentia","Ctenomyidae","Ctenomys","Ctenomys fulvus",280,189,NA,NA,NA,NA,NA,NA,1,158403,2.61,12.75,-20.03
"959","Rodentia","Ctenomyidae","Ctenomys","Ctenomys haigi",164,NA,NA,NA,NA,NA,NA,NA,NA,25959,2.65,40.32,69.47
"960","Rodentia","Ctenomyidae","Ctenomys","Ctenomys knighti",316,NA,NA,NA,NA,NA,NA,NA,1,20864,19.78,47.45,108.48
"961","Rodentia","Ctenomyidae","Ctenomys","Ctenomys latro",192,NA,NA,NA,NA,NA,NA,NA,1,19562,28.14,62.72,144.36
"962","Rodentia","Ctenomyidae","Ctenomys","Ctenomys leucodon",244,NA,NA,NA,NA,NA,NA,NA,1,52341,30.92,72.39,69.3
"963","Rodentia","Ctenomyidae","Ctenomys","Ctenomys lewisi",117,NA,NA,NA,NA,NA,NA,NA,1,8824,12.57,43.13,103.48
"964","Rodentia","Ctenomyidae","Ctenomys","Ctenomys magellanicus",272,NA,NA,NA,NA,NA,NA,NA,1,106226,1.3,49.16,47.17
"965","Rodentia","Ctenomyidae","Ctenomys","Ctenomys maulinus",254,NA,NA,NA,NA,NA,NA,NA,NA,51536,15.09,60.56,61.08
"966","Rodentia","Ctenomyidae","Ctenomys","Ctenomys mendocinus",179,NA,NA,NA,NA,NA,NA,NA,1,1027379,7.19,32.3,135.06
"967","Rodentia","Ctenomyidae","Ctenomys","Ctenomys minutus",92,NA,NA,NA,NA,NA,NA,NA,1,133473,9.86,105.99,235.85
"968","Rodentia","Ctenomyidae","Ctenomys","Ctenomys nattereri",400,NA,NA,NA,NA,NA,NA,NA,NA,70024,1.99,103.11,252.02
"969","Rodentia","Ctenomyidae","Ctenomys","Ctenomys occultus",150,NA,NA,NA,NA,NA,NA,NA,1,4612,65.85,66.07,144.86
"970","Rodentia","Ctenomyidae","Ctenomys","Ctenomys opimus",327,NA,60.83,1.97,1,NA,235,308.5,1,344663,12.56,39.3,16.06
"971","Rodentia","Ctenomyidae","Ctenomys","Ctenomys pearsoni",212,NA,NA,NA,NA,NA,NA,NA,1,46304,45.05,84.6,159.25
"972","Rodentia","Ctenomyidae","Ctenomys","Ctenomys perrensis",400,NA,NA,NA,NA,NA,NA,NA,1,77423,16.62,122.04,197.29
"973","Rodentia","Ctenomyidae","Ctenomys","Ctenomys peruanus",489,220.5,120.83,3,1,NA,3770,308.5,1,55816,18.21,125.29,52.15
"974","Rodentia","Ctenomyidae","Ctenomys","Ctenomys pontifex",400,NA,NA,NA,NA,NA,NA,NA,1,30540,22.35,25.84,95.21
"975","Rodentia","Ctenomyidae","Ctenomys","Ctenomys porteousi",192,NA,NA,NA,NA,NA,NA,NA,1,46290,5.07,62.88,145.79
"976","Rodentia","Ctenomyidae","Ctenomys","Ctenomys saltarius",230,NA,NA,NA,NA,NA,NA,NA,1,54807,13.59,55.35,54.08
"977","Rodentia","Ctenomyidae","Ctenomys","Ctenomys sericeus",400,NA,NA,NA,NA,NA,NA,NA,1,237955,1.51,11.71,95.26
"978","Rodentia","Ctenomyidae","Ctenomys","Ctenomys sociabilis",400,NA,NA,NA,NA,NA,NA,NA,NA,1977,3.49,60.81,62.04
"979","Rodentia","Ctenomyidae","Ctenomys","Ctenomys steinbachi",385,NA,NA,NA,NA,NA,NA,NA,1,19311,26.09,87.36,222.89
"980","Rodentia","Ctenomyidae","Ctenomys","Ctenomys talarum",141,NA,102.81,4.39,1.5,36,5190,199.15,1,216394,70.89,67.75,145.36
"981","Rodentia","Ctenomyidae","Ctenomys","Ctenomys torquatus",210,NA,107,2.49,NA,NA,NA,NA,1,459331,25.93,113.3,179.49
"982","Rodentia","Ctenomyidae","Ctenomys","Ctenomys tuconax",249,NA,NA,NA,NA,NA,NA,NA,1,2422,77.16,71.26,134.09
"983","Rodentia","Ctenomyidae","Ctenomys","Ctenomys tucumanus",217,NA,NA,NA,NA,NA,NA,NA,1,5165,57.09,68.36,146.32
"984","Rodentia","Ctenomyidae","Ctenomys","Ctenomys validus",233,NA,NA,NA,NA,NA,NA,NA,1,3491,19.04,26.99,154.02
"985","Carnivora","Canidae","Cuon","Cuon alpinus",15900,NA,61.49,4.39,NA,192,0.56,320.75,3,10546277,145,95.28,96.48
"986","Xenarthra","Myrmecophagidae","Cyclopes","Cyclopes didactylus",255,114.48,160,0.96,NA,27.6,32.6,NA,3,7292626,21.08,169.65,249
"987","Carnivora","Herpestidae","Cynictis","Cynictis penicillata",694,NA,56.98,2.14,NA,182.4,NA,308.97,3,2233627,15.27,33.29,184.21
"988","Dermoptera","Cynocephalidae","Cynocephalus","Cynocephalus variegatus",1110,NA,60,1,NA,3.45,NA,NA,1,1401022,163.58,225.4,252.23
"989","Dermoptera","Cynocephalidae","Cynocephalus","Cynocephalus volans",1250,NA,62.73,1,NA,NA,NA,NA,1,120788,172.57,183.1,241.07
"990","Carnivora","Viverridae","Cynogale","Cynogale bennettii",4250,NA,NA,2.29,NA,60,NA,NA,2,170977,60.48,235.45,254.4
"991","Rodentia","Sciuridae","Cynomys","Cynomys gunnisoni",798,NA,29.64,4.49,1,NA,669,340.31,2,309979,10.66,25.94,94.34
"992","Rodentia","Sciuridae","Cynomys","Cynomys leucurus",964,NA,30.48,5.4,1,NA,538,348.41,1,269823,3.48,25.55,38.37
"993","Rodentia","Sciuridae","Cynomys","Cynomys ludovicianus",797,422.67,33.51,4.45,1,102,1830,588.28,1,1823313,8.1,35.98,108.78
"994","Rodentia","Sciuridae","Cynomys","Cynomys mexicanus",900,NA,30.41,4.18,1,NA,NA,NA,1,587,32.29,21.84,159.19
"995","Rodentia","Sciuridae","Cynomys","Cynomys parvidens",900,NA,NA,4.8,1,NA,3830,323.18,1,24426,1.61,22.76,61.49
"996","Chiroptera","Pteropodidae","Cynopterus","Cynopterus brachyotis",33.5,47.49,117.36,1,2,96,NA,219.32,1,3103446,196.89,203.61,243.59
"997","Chiroptera","Pteropodidae","Cynopterus","Cynopterus horsfieldi",55.9,NA,NA,NA,NA,NA,NA,NA,1,1048657,192.4,239.19,246.32
"998","Chiroptera","Pteropodidae","Cynopterus","Cynopterus nusatenggara",NA,NA,NA,NA,NA,NA,NA,NA,NA,51559,143.51,241.32,239.33
"999","Chiroptera","Pteropodidae","Cynopterus","Cynopterus sphinx",44.3,NA,120.23,1,2,NA,NA,279.54,1,5648558,242.36,138.22,233.8
"1000","Chiroptera","Pteropodidae","Cynopterus","Cynopterus titthaecheilus",60.4,NA,NA,1,2,NA,NA,NA,NA,592528,274.42,216.37,250.45
"1001","Carnivora","Phocidae","Cystophora","Cystophora cristata",279000,62991,244.99,1,NA,420,0.00482,1095,2,NA,NA,NA,NA
"1002","Chiroptera","Emballonuridae","Cyttarops","Cyttarops alecto",5.3,NA,NA,NA,NA,NA,NA,NA,NA,581977,4.07,157.02,251.18
"1003","Rodentia","Muridae","Dacnomys","Dacnomys millardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,263125,59.28,146.11,126.89
"1004","Rodentia","Echimyidae","Dactylomys","Dactylomys boliviensis",729,NA,NA,NA,NA,NA,NA,NA,NA,642946,6.92,158.91,212.79
"1005","Rodentia","Echimyidae","Dactylomys","Dactylomys dactylinus",650,NA,NA,NA,NA,NA,NA,NA,2,2786240,3.47,182.74,250.16
"1006","Rodentia","Echimyidae","Dactylomys","Dactylomys peruanus",382,NA,NA,NA,NA,NA,NA,NA,NA,74745,12.74,190.99,172.09
"1007","Diprotodontia","Petauridae","Dactylopsila","Dactylopsila megalura",NA,NA,NA,NA,NA,NA,NA,NA,2,11956,3.91,213.61,181.48
"1008","Diprotodontia","Petauridae","Dactylopsila","Dactylopsila palpator",371,NA,NA,1.03,NA,NA,NA,NA,2,210629,10.28,265.73,199.03
"1009","Diprotodontia","Petauridae","Dactylopsila","Dactylopsila tatei",252,NA,NA,NA,NA,NA,NA,NA,2,231,12,267,254
"1010","Diprotodontia","Petauridae","Dactylopsila","Dactylopsila trivirgata",413,NA,NA,1.54,NA,115,4,NA,2,583261,6.24,222.21,230.31
"1011","Artiodactyla","Cervidae","Dama","Dama dama",56200,NA,229.99,1,NA,300,22,466.48,1,3081759,128.41,58.52,79.91
"1012","Artiodactyla","Cervidae","Dama","Dama mesopotamica",74400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","Artiodactyla","Bovidae","Damaliscus","Damaliscus hunteri",78600,NA,252.28,1,NA,182.04,0.41,NA,1,30189,6.59,42.28,272.23
"1014","Artiodactyla","Bovidae","Damaliscus","Damaliscus lunatus",131000,NA,238,1,NA,216,2.92,682.78,1,4545042,25.52,73.84,239.71
"1015","Artiodactyla","Bovidae","Damaliscus","Damaliscus pygargus",76700,NA,240.7,1,NA,260.04,23.9,522.62,NA,370656,39.93,49.54,156.83
"1016","Dasyuromorphia","Dasyuridae","Dasycercus","Dasycercus byrnei",112,79.64,32.5,5,2,84,NA,257.44,3,108699,0,20.57,227.07
"1017","Dasyuromorphia","Dasyuridae","Dasycercus","Dasycercus cristicauda",101,46.62,39,6.49,1,84,NA,312.69,3,913421,0.00901,20.59,226.16
"1018","Dasyuromorphia","Dasyuridae","Dasykaluta","Dasykaluta rosamondae",32.8,NA,49.7,6.3,1,36,NA,278.56,NA,374319,0.12,22.02,237.61
"1019","Rodentia","Muridae","Dasymys","Dasymys foxi",NA,NA,NA,NA,NA,NA,NA,NA,NA,20750,90.42,110.41,254.22
"1020","Rodentia","Muridae","Dasymys","Dasymys incomtus",128,NA,NA,2.68,NA,NA,1740,63.09,NA,6661151,34.86,97.21,220.5
"1021","Rodentia","Muridae","Dasymys","Dasymys montanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,22410,89.33,111.93,210.53
"1022","Rodentia","Muridae","Dasymys","Dasymys nudipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,690085,7.56,71.73,209.55
"1023","Rodentia","Muridae","Dasymys","Dasymys rufulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,861651,67.11,138.11,261.69
"1024","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta azarae",2980,1886.01,NA,NA,NA,NA,NA,NA,1,1670356,29.51,127.73,214.57
"1025","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta coibae",NA,NA,NA,NA,NA,NA,NA,NA,1,504,10.99,NA,NA
"1026","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta cristata",2650,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"1027","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta fuliginosa",3500,NA,NA,NA,NA,NA,NA,NA,1,2578681,2.32,204.47,255.25
"1028","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta guamara",2650,NA,NA,NA,NA,NA,NA,NA,1,31799,13.15,125.99,249.05
"1029","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta kalinowskii",2650,NA,NA,NA,NA,NA,NA,NA,1,61009,5.37,287.95,155.49
"1030","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta leporina",3020,1558.46,111.71,1.39,NA,213.6,50.4,NA,1,5296264,24.15,149.15,242.39
"1031","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta mexicana",5000,NA,NA,NA,NA,NA,NA,NA,1,70506,78.32,139.62,244.82
"1032","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta prymnolopha",2900,NA,NA,1.5,NA,NA,NA,NA,1,1930530,38.2,111.87,240.77
"1033","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata",2310,NA,91.25,1.9,NA,120,17.7,NA,1,2516292,33.48,142.57,231.7
"1034","Chiroptera","Emballonuridae","Emballonura","Emballonura furax",NA,NA,NA,NA,NA,NA,NA,NA,NA,143072,9.62,350.99,213.49
"1035","Chiroptera","Emballonuridae","Emballonura","Emballonura monticola",5.35,NA,NA,1,NA,NA,NA,NA,3,1495997,149.28,233.86,246.94
"1036","Chiroptera","Emballonuridae","Emballonura","Emballonura raffrayana",5.57,NA,NA,NA,NA,NA,NA,NA,NA,432542,44.26,257.66,222.55
"1037","Chiroptera","Emballonuridae","Emballonura","Emballonura semicaudata",6.29,NA,NA,NA,NA,NA,NA,NA,NA,2370,83.46,NA,NA
"1038","Carnivora","Mustelidae","Enhydra","Enhydra lutris",27500,12060,238,1,NA,360,6.47,895.91,2,NA,NA,NA,NA
"1039","Rodentia","Muridae","Eolagurus","Eolagurus luteus",26,NA,NA,7.49,3.5,NA,NA,21.69,NA,358387,7.93,13.55,12.04
"1040","Rodentia","Muridae","Eolagurus","Eolagurus przewalskii",NA,NA,NA,NA,NA,NA,NA,NA,NA,1326881,5.61,17.19,4.76
"1041","Chiroptera","Pteropodidae","Eonycteris","Eonycteris major",74.1,NA,NA,1,NA,NA,NA,NA,1,552148,129.32,244.23,235.68
